,cell_ontology_class,cell_ontology_id,tissue,free_annotation,id,term,other_ids,other_terms
587,neuron,CL:0000540,Brain_Non-Myeloid,Granular_Neuron_CB_Gabra6,CL:0000540,neuron,CL:0000006;CL:0002609;CL:0002611;CL:0002612;CL:0000555;CL:0002614;CL:0012001;CL:0000029,neuronal receptor cell;neuron of cerebral cortex;neuron of the dorsal spinal cord;neuron of the ventral spinal cord;neuronal brush cell;neuron of the substantia nigra;neuron of the forebrain;neuron neural crest derived
588,neuronal stem cell,CL:0002453,Brain_Non-Myeloid,,CL:0000047,neuronal stem cell,,
589,neuronal stem cell,CL:0000127,Brain_Non-Myeloid,,CL:0000047,neuronal stem cell,,
590,neuronal stem cell,CL:0000128,Brain_Non-Myeloid,,CL:0000047,neuronal stem cell,,
591,neuronal stem cell,CL:0000115,Brain_Non-Myeloid,,CL:0000047,neuronal stem cell,,
592,neuronal stem cell,CL:0000540,Brain_Non-Myeloid,,CL:0000047,neuronal stem cell,,
593,neuronal stem cell,,Brain_Non-Myeloid,,CL:0000047,neuronal stem cell,,
594,neutrophil,CL:0000091,Liver,,CL:0000775,neutrophil,CL:0000564;CL:0000582;CL:0000580;CL:0000042;CL:0000834,neutrophilic promyelocyte;neutrophilic metamyelocyte;neutrophilic myelocyte;neutrophilic myeloblast;neutrophil progenitor cell
595,neutrophil,CL:0000738,Lung,Neutrophil,CL:0000775,neutrophil,CL:0000564;CL:0000582;CL:0000580;CL:0000042;CL:0000834,neutrophilic promyelocyte;neutrophilic metamyelocyte;neutrophilic myelocyte;neutrophilic myeloblast;neutrophil progenitor cell
596,neutrophil,,Lung,Neutrophil,CL:0000775,neutrophil,CL:0000564;CL:0000582;CL:0000580;CL:0000042;CL:0000834,neutrophilic promyelocyte;neutrophilic metamyelocyte;neutrophilic myelocyte;neutrophilic myeloblast;neutrophil progenitor cell
597,neutrophil,,Liver,,CL:0000775,neutrophil,CL:0000564;CL:0000582;CL:0000580;CL:0000042;CL:0000834,neutrophilic promyelocyte;neutrophilic metamyelocyte;neutrophilic myelocyte;neutrophilic myeloblast;neutrophil progenitor cell
598,non-classical monocyte,,Lung,Nonclassical Monocyte,CL:0000875,non-classical monocyte,CL:0002396;CL:0002058;CL:0002473;CL:0002475;CL:0002471;CL:0002472;CL:0000860;CL:0002057;CL:0002395,"CD14-low, CD16-positive monocyte;Gr1-low non-classical monocyte;MHC-II-high non-classical monocyte;lymphoid MHC-II-negative non-classical monocyte;MHC-II-negative non-classical monocyte;MHC-II-low non-classical monocyte;classical monocyte;CD14-positive, CD16-negative classical monocyte;Gr1-high classical monocyte"
599,non-classical monocyte,CL:0000576,Lung,Nonclassical Monocyte,CL:0000875,non-classical monocyte,CL:0002396;CL:0002058;CL:0002473;CL:0002475;CL:0002471;CL:0002472;CL:0000860;CL:0002057;CL:0002395,"CD14-low, CD16-positive monocyte;Gr1-low non-classical monocyte;MHC-II-high non-classical monocyte;lymphoid MHC-II-negative non-classical monocyte;MHC-II-negative non-classical monocyte;MHC-II-low non-classical monocyte;classical monocyte;CD14-positive, CD16-negative classical monocyte;Gr1-high classical monocyte"
600,oligodendrocyte,,Brain_Non-Myeloid,,CL:0000128,oligodendrocyte,CL:0002453;CL:2000025;CL:0000516,oligodendrocyte precursor cell;spinal cord oligodendrocyte;perineuronal satellite cell
601,oligodendrocyte,CL:2000043,Brain_Non-Myeloid,,CL:0000128,oligodendrocyte,CL:0002453;CL:2000025;CL:0000516,oligodendrocyte precursor cell;spinal cord oligodendrocyte;perineuronal satellite cell
602,oligodendrocyte,CL:0000127,Brain_Non-Myeloid,,CL:0000128,oligodendrocyte,CL:0002453;CL:2000025;CL:0000516,oligodendrocyte precursor cell;spinal cord oligodendrocyte;perineuronal satellite cell
603,oligodendrocyte,CL:0000128,Brain_Non-Myeloid,,CL:0000128,oligodendrocyte,CL:0002453;CL:2000025;CL:0000516,oligodendrocyte precursor cell;spinal cord oligodendrocyte;perineuronal satellite cell
604,oligodendrocyte precursor cell,CL:0000128,Brain_Non-Myeloid,Oligodendrocyte progenitor cell,CL:0002453,oligodendrocyte precursor cell,,
605,oligodendrocyte precursor cell,CL:0002453,Brain_Non-Myeloid,Oligodendrocyte progenitor cell,CL:0002453,oligodendrocyte precursor cell,,
606,oligodendrocyte precursor cell,,Brain_Non-Myeloid,Oligodendrocyte progenitor cell,CL:0002453,oligodendrocyte precursor cell,,
607,oligodendrocyte precursor cell,CL:0000540,Brain_Non-Myeloid,Oligodendrocyte progenitor cell,CL:0002453,oligodendrocyte precursor cell,,
608,pancreatic A cell,CL:0002064,Pancreas,,CL:0000171,pancreatic A cell,CL:0002064,pancreatic acinar cell
609,pancreatic A cell,CL:0000173,Pancreas,,CL:0000171,pancreatic A cell,CL:0002064,pancreatic acinar cell
610,pancreatic A cell,CL:0000171,Pancreas,,CL:0000171,pancreatic A cell,CL:0002064,pancreatic acinar cell
611,pancreatic A cell,CL:0002275,Pancreas,,CL:0000171,pancreatic A cell,CL:0002064,pancreatic acinar cell
612,pancreatic A cell,,Pancreas,,CL:0000171,pancreatic A cell,CL:0002064,pancreatic acinar cell
613,pancreatic B cell,,Pancreas,,CL:0000169,type B pancreatic cell,,
614,pancreatic B cell,CL:0000169,Pancreas,,CL:0000169,type B pancreatic cell,,
615,pancreatic B cell,CL:0002064,Pancreas,,CL:0000169,type B pancreatic cell,,
616,pancreatic B cell,CL:0000171,Pancreas,,CL:0000169,type B pancreatic cell,,
617,pancreatic B cell,CL:0000171,Pancreas,pancreatic B cell,CL:0000169,type B pancreatic cell,,
618,pancreatic B cell,,Pancreas,pancreatic B cell,CL:0000169,type B pancreatic cell,,
619,pancreatic B cell,CL:0000169,Pancreas,pancreatic B cell,CL:0000169,type B pancreatic cell,,
620,pancreatic B cell,CL:0000173,Pancreas,,CL:0000169,type B pancreatic cell,,
621,pancreatic B cell,CL:0002275,Pancreas,,CL:0000169,type B pancreatic cell,,
622,pancreatic B cell,CL:0000173,Pancreas,pancreatic B cell,CL:0000169,type B pancreatic cell,,
623,pancreatic D cell,,Pancreas,,CL:0000173,pancreatic D cell,CL:1000322;CL:0002079,pancreatic goblet cell;pancreatic ductal cell
624,pancreatic D cell,CL:0000171,Pancreas,,CL:0000173,pancreatic D cell,CL:1000322;CL:0002079,pancreatic goblet cell;pancreatic ductal cell
625,pancreatic D cell,CL:0000173,Pancreas,,CL:0000173,pancreatic D cell,CL:1000322;CL:0002079,pancreatic goblet cell;pancreatic ductal cell
626,pancreatic PP cell,CL:0000171,Pancreas,,CL:0002275,pancreatic PP cell,,
627,pancreatic PP cell,CL:0002275,Pancreas,,CL:0002275,pancreatic PP cell,,
628,pancreatic PP cell,,Pancreas,,CL:0002275,pancreatic PP cell,,
629,pancreatic acinar cell,CL:0002064,Pancreas,pancreatic acinar cell,CL:0002064,pancreatic acinar cell,CL:0002080,pancreatic centro-acinar cell
630,pancreatic acinar cell,,Pancreas,pancreatic acinar cell,CL:0002064,pancreatic acinar cell,CL:0002080,pancreatic centro-acinar cell
631,pancreatic ductal cell,CL:0002079,Pancreas,pancreatic ductal cell,CL:0002079,pancreatic ductal cell,,
632,pancreatic ductal cell,CL:0002064,Pancreas,pancreatic ductal cell,CL:0002079,pancreatic ductal cell,,
633,pancreatic ductal cell,CL:0002410,Pancreas,pancreatic ductal cell,CL:0002079,pancreatic ductal cell,,
634,pancreatic ductal cell,,Pancreas,pancreatic ductal cell,CL:0002079,pancreatic ductal cell,,
635,pancreatic stellate cell,,Pancreas,pancreatic stellate cell,CL:0002410,pancreatic stellate cell,,
636,pancreatic stellate cell,CL:0002410,Pancreas,pancreatic stellate cell,CL:0002410,pancreatic stellate cell,,
637,pericyte cell,,Lung,Pericyte,CL:0000669,pericyte cell,CL:0008033,decidual pericyte
638,pericyte cell,CL:0000499,Lung,Pericyte,CL:0000669,pericyte cell,CL:0008033,decidual pericyte
639,plasma cell,,Lung,Plasma,CL:0000786,plasma cell,CL:0000980;CL:0000784;CL:0001058,"plasmablast;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human"
640,plasmacytoid dendritic cell,,Lung,Plasmacytoid Dendritic,CL:0000784,plasmacytoid dendritic cell,CL:0001058;CL:0000991;CL:0000942;CL:0000989;CL:0000994;CL:0000993;CL:0000992;CL:0000996,"plasmacytoid dendritic cell, human;CD11c-negative plasmacytoid dendritic cell;thymic plasmacytoid dendritic cell;CD11c-low plasmacytoid dendritic cell;immature CD11c-negative plasmacytoid dendritic cell;mature CD11c-low plasmacytoid dendritic cell;immature CD11c-low plasmacytoid dendritic cell;mature CD11c-negative plasmacytoid dendritic cell"
641,plasmacytoid dendritic cell,CL:0000763,Lung,Plasmacytoid Dendritic,CL:0000784,plasmacytoid dendritic cell,CL:0001058;CL:0000991;CL:0000942;CL:0000989;CL:0000994;CL:0000993;CL:0000992;CL:0000996,"plasmacytoid dendritic cell, human;CD11c-negative plasmacytoid dendritic cell;thymic plasmacytoid dendritic cell;CD11c-low plasmacytoid dendritic cell;immature CD11c-negative plasmacytoid dendritic cell;mature CD11c-low plasmacytoid dendritic cell;immature CD11c-low plasmacytoid dendritic cell;mature CD11c-negative plasmacytoid dendritic cell"
642,precursor B cell,,Marrow,pre B cell,CL:0000817,precursor B cell,CL:0002047;CL:0002052;CL:0002400;CL:0002049;CL:0002050,Fraction B precursor B cell;Fraction D precursor B cell;Fraction B/C precursor B cell;Fraction C precursor B cell;Fraction C' precursor B cell
643,precursor B cell,CL:0000817,Marrow,pre B cell,CL:0000817,precursor B cell,CL:0002047;CL:0002052;CL:0002400;CL:0002049;CL:0002050,Fraction B precursor B cell;Fraction D precursor B cell;Fraction B/C precursor B cell;Fraction C precursor B cell;Fraction C' precursor B cell
644,precursor B cell,CL:0002048,Marrow,pre B cell,CL:0000817,precursor B cell,CL:0002047;CL:0002052;CL:0002400;CL:0002049;CL:0002050,Fraction B precursor B cell;Fraction D precursor B cell;Fraction B/C precursor B cell;Fraction C precursor B cell;Fraction C' precursor B cell
645,precursor B cell,CL:0000788,Marrow,pre B cell,CL:0000817,precursor B cell,CL:0002047;CL:0002052;CL:0002400;CL:0002049;CL:0002050,Fraction B precursor B cell;Fraction D precursor B cell;Fraction B/C precursor B cell;Fraction C precursor B cell;Fraction C' precursor B cell
646,precursor B cell,CL:0000816,Marrow,pre B cell,CL:0000817,precursor B cell,CL:0002047;CL:0002052;CL:0002400;CL:0002049;CL:0002050,Fraction B precursor B cell;Fraction D precursor B cell;Fraction B/C precursor B cell;Fraction C precursor B cell;Fraction C' precursor B cell
647,proerythroblast,CL:0000084,Spleen,,CL:0000547,proerythroblast,CL:0002012;CL:0002004,"Kit-low proerythroblast;CD34-negative, GlyA-negative proerythroblast"
648,proerythroblast,,Spleen,,CL:0000547,proerythroblast,CL:0002012;CL:0002004,"Kit-low proerythroblast;CD34-negative, GlyA-negative proerythroblast"
649,proerythroblast,CL:0000236,Spleen,,CL:0000547,proerythroblast,CL:0002012;CL:0002004,"Kit-low proerythroblast;CD34-negative, GlyA-negative proerythroblast"
650,professional antigen presenting cell,CL:0000145,Aorta,,CL:0000145,professional antigen presenting cell,,
651,professional antigen presenting cell,CL:0000115,Aorta,,CL:0000145,professional antigen presenting cell,,
652,professional antigen presenting cell,,Aorta,,CL:0000145,professional antigen presenting cell,,
653,professional antigen presenting cell,CL:0000232,Aorta,,CL:0000145,professional antigen presenting cell,,
654,promonocyte,CL:0000816,Marrow,monocyte + promonocyte,CL:0000559,promonocyte,,
655,promonocyte,CL:0000557,Marrow,monocyte + promonocyte,CL:0000559,promonocyte,,
656,promonocyte,CL:0000576,Marrow,monocyte + promonocyte,CL:0000559,promonocyte,,
657,promonocyte,,Marrow,monocyte + promonocyte,CL:0000559,promonocyte,,
658,promonocyte,CL:0000788,Marrow,monocyte + promonocyte,CL:0000559,promonocyte,,
659,promonocyte,CL:0000236,Marrow,monocyte + promonocyte,CL:0000559,promonocyte,,
660,pulmonary interstitial fibroblast,CL:0000499,Lung,Myofibroblast,CL:0002241,pulmonary interstitial fibroblast,,
661,pulmonary interstitial fibroblast,,Lung,Myofibroblast,CL:0002241,pulmonary interstitial fibroblast,,
662,regulatory T cell,,Lung,Regulatory T,CL:0000815,regulatory T cell,CL:0002677;CL:0000903;CL:0000902;CL:0002678;CL:0011024;CL:0000901;CL:0001046;CL:0001045;CL:0000792,"naive regulatory T cell;natural T-regulatory cell;induced T-regulatory cell;memory regulatory T cell;double negative T regulatory cell;Tr1 cell;memory CCR4-positive regulatory T cell;naive CCR4-positive regulatory T cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell"
663,regulatory T cell,CL:0000084,Lung,Regulatory T,CL:0000815,regulatory T cell,CL:0002677;CL:0000903;CL:0000902;CL:0002678;CL:0011024;CL:0000901;CL:0001046;CL:0001045;CL:0000792,"naive regulatory T cell;natural T-regulatory cell;induced T-regulatory cell;memory regulatory T cell;double negative T regulatory cell;Tr1 cell;memory CCR4-positive regulatory T cell;naive CCR4-positive regulatory T cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell"
664,respiratory basal cell,CL:0000082,Lung,Basal,CL:0002633,respiratory basal cell,CL:1000351,basal cell of epithelium of respiratory bronchiole
665,respiratory basal cell,,Lung,Basal,CL:0002633,respiratory basal cell,CL:1000351,basal cell of epithelium of respiratory bronchiole
666,secretory cell,,Large_Intestine,Reg4/cKit+ deep crypt secretory cells (Distal),CL:0000151,secretory cell,CL:1000272,lung secretory cell
667,secretory cell,CL:0002253,Large_Intestine,Reg4/cKit+ deep crypt secretory cells (Distal),CL:0000151,secretory cell,CL:1000272,lung secretory cell
668,secretory cell,CL:1000320,Large_Intestine,Reg4/cKit+ deep crypt secretory cells (Distal),CL:0000151,secretory cell,CL:1000272,lung secretory cell
669,skeletal muscle satellite cell,,Limb_Muscle,,CL:0000594,skeletal muscle satellite cell,CL:0008011;CL:0008020;CL:0008016;CL:0008012,skeletal muscle satellite stem cell;skeletal muscle satellite myogenic cell;activated skeletal muscle satellite cell;quiescent skeletal muscle satellite cell
670,skeletal muscle satellite cell,CL:0000594,Limb_Muscle,,CL:0000594,skeletal muscle satellite cell,CL:0008011;CL:0008020;CL:0008016;CL:0008012,skeletal muscle satellite stem cell;skeletal muscle satellite myogenic cell;activated skeletal muscle satellite cell;quiescent skeletal muscle satellite cell
671,skeletal muscle satellite cell,CL:0008011,Diaphragm,,CL:0000594,skeletal muscle satellite cell,CL:0008011;CL:0008020;CL:0008016;CL:0008012,skeletal muscle satellite stem cell;skeletal muscle satellite myogenic cell;activated skeletal muscle satellite cell;quiescent skeletal muscle satellite cell
672,skeletal muscle satellite cell,,Diaphragm,,CL:0000594,skeletal muscle satellite cell,CL:0008011;CL:0008020;CL:0008016;CL:0008012,skeletal muscle satellite stem cell;skeletal muscle satellite myogenic cell;activated skeletal muscle satellite cell;quiescent skeletal muscle satellite cell
673,smooth muscle cell,,Heart,smooth muscle cell,CL:0000192,smooth muscle cell,CL:1000487;CL:1000281;CL:1000286;CL:1000280;CL:0002243;CL:0002597;CL:0002600;CL:1000285;CL:1000275,smooth muscle cell of prostate;smooth muscle cell of cecum;smooth muscle cell of rectum;smooth muscle cell of colon;smooth muscle cell of sphincter of pupil;smooth muscle cell of bladder;smooth muscle cell of trachea;smooth muscle cell of sigmoid colon;smooth muscle cell of small intestine
674,smooth muscle cell,CL:0000186,Heart,smooth muscle cell,CL:0000192,smooth muscle cell,CL:1000487;CL:1000281;CL:1000286;CL:1000280;CL:0002243;CL:0002597;CL:0002600;CL:1000285;CL:1000275,smooth muscle cell of prostate;smooth muscle cell of cecum;smooth muscle cell of rectum;smooth muscle cell of colon;smooth muscle cell of sphincter of pupil;smooth muscle cell of bladder;smooth muscle cell of trachea;smooth muscle cell of sigmoid colon;smooth muscle cell of small intestine
675,smooth muscle cell,CL:0000192,Heart,smooth muscle cell,CL:0000192,smooth muscle cell,CL:1000487;CL:1000281;CL:1000286;CL:1000280;CL:0002243;CL:0002597;CL:0002600;CL:1000285;CL:1000275,smooth muscle cell of prostate;smooth muscle cell of cecum;smooth muscle cell of rectum;smooth muscle cell of colon;smooth muscle cell of sphincter of pupil;smooth muscle cell of bladder;smooth muscle cell of trachea;smooth muscle cell of sigmoid colon;smooth muscle cell of small intestine
676,smooth muscle cell of the pulmonary artery,CL:1001567,Lung,Artery,CL:0002591,smooth muscle cell of the pulmonary artery,,
677,smooth muscle cell of the pulmonary artery,,Lung,Artery,CL:0002591,smooth muscle cell of the pulmonary artery,,
678,smooth muscle cell of trachea,CL:0000066,Trachea,,CL:0002600,smooth muscle cell of trachea,,
679,smooth muscle cell of trachea,CL:0008019,Trachea,,CL:0002600,smooth muscle cell of trachea,,
680,smooth muscle cell of trachea,,Trachea,,CL:0002600,smooth muscle cell of trachea,,
681,stromal cell,,Mammary_Gland,stromal cell,CL:0000499,stromal cell,CL:0002132;CL:0002255;CL:0010001;CL:0002574;CL:0002133;CL:0002134,stromal cell of ovary;stromal cell of endometrium;stromal cell of bone marrow;stromal cell of pancreas;stromal cell of ovarian cortex;stromal cell of ovarian medulla
682,stromal cell,CL:0000499,Mammary_Gland,stromal cell,CL:0000499,stromal cell,CL:0002132;CL:0002255;CL:0010001;CL:0002574;CL:0002133;CL:0002134,stromal cell of ovary;stromal cell of endometrium;stromal cell of bone marrow;stromal cell of pancreas;stromal cell of ovarian cortex;stromal cell of ovarian medulla
683,thymocyte,,Thymus,"DN to DP transition (most are Cd8+/ Cd4+, some undergoing VDJ recombination)",CL:0000893,thymocyte,CL:0002405;CL:0002423;CL:0002424;CL:0002404;CL:0000808;CL:0000807;CL:0000806;CL:0002428;CL:0002415,"gamma-delta thymocyte;DN2a thymocyte;DN2b thymocyte;fetal thymocyte;DN4 thymocyte;DN3 thymocyte;DN2 thymocyte;double-positive blast;immature Vgamma1.1-positive, Vdelta6.3-positive thymocyte"
684,thymocyte,,Thymus,"proliferating thymocyte; DN to DP transition, dividing (some are Cd8+/ Cd4+, some undergoing VDJ recombination)",CL:0000893,thymocyte,CL:0002405;CL:0002423;CL:0002424;CL:0002404;CL:0000808;CL:0000807;CL:0000806;CL:0002428;CL:0002415,"gamma-delta thymocyte;DN2a thymocyte;DN2b thymocyte;fetal thymocyte;DN4 thymocyte;DN3 thymocyte;DN2 thymocyte;double-positive blast;immature Vgamma1.1-positive, Vdelta6.3-positive thymocyte"
685,thymocyte,CL:0002420,Thymus,"proliferating thymocyte; DN to DP transition, dividing (some are Cd8+/ Cd4+, some undergoing VDJ recombination)",CL:0000893,thymocyte,CL:0002405;CL:0002423;CL:0002424;CL:0002404;CL:0000808;CL:0000807;CL:0000806;CL:0002428;CL:0002415,"gamma-delta thymocyte;DN2a thymocyte;DN2b thymocyte;fetal thymocyte;DN4 thymocyte;DN3 thymocyte;DN2 thymocyte;double-positive blast;immature Vgamma1.1-positive, Vdelta6.3-positive thymocyte"
686,thymocyte,CL:0002420,Thymus,"DN to DP transition (most are Cd8+/ Cd4+, some undergoing VDJ recombination)",CL:0000893,thymocyte,CL:0002405;CL:0002423;CL:0002424;CL:0002404;CL:0000808;CL:0000807;CL:0000806;CL:0002428;CL:0002415,"gamma-delta thymocyte;DN2a thymocyte;DN2b thymocyte;fetal thymocyte;DN4 thymocyte;DN3 thymocyte;DN2 thymocyte;double-positive blast;immature Vgamma1.1-positive, Vdelta6.3-positive thymocyte"
687,thymocyte,CL:0000738,Thymus,"DN to DP transition (most are Cd8+/ Cd4+, some undergoing VDJ recombination)",CL:0000893,thymocyte,CL:0002405;CL:0002423;CL:0002424;CL:0002404;CL:0000808;CL:0000807;CL:0000806;CL:0002428;CL:0002415,"gamma-delta thymocyte;DN2a thymocyte;DN2b thymocyte;fetal thymocyte;DN4 thymocyte;DN3 thymocyte;DN2 thymocyte;double-positive blast;immature Vgamma1.1-positive, Vdelta6.3-positive thymocyte"
688,type I pneumocyte,CL:0000082,Lung,Alveolar Epithelial Type 1,CL:0002062,type I pneumocyte,CL:0002063,type II pneumocyte
689,type II pneumocyte,CL:0000082,Lung,Alveolar Epithelial Type 2,CL:0002063,type II pneumocyte,,
690,type II pneumocyte,,Lung,Alveolar Epithelial Type 2,CL:0002063,type II pneumocyte,,
691,type II pneumocyte,CL:0000499,Lung,Alveolar Epithelial Type 2,CL:0002063,type II pneumocyte,,
692,type II pneumocyte,,Lung,Alveolar Epithelial Type 2 Cell,CL:0002063,type II pneumocyte,,
693,valve cell,,Heart,valve cell,CL:0000663,valve cell,CL:1000147;CL:0000665;CL:0000664,heart valve cell;permanently open valve cell;closable valve cell
694,valve cell,CL:0000057,Heart,valve cell,CL:0000663,valve cell,CL:1000147;CL:0000665;CL:0000664,heart valve cell;permanently open valve cell;closable valve cell
695,valve cell,CL:0000186,Heart,valve cell,CL:0000663,valve cell,CL:1000147;CL:0000665;CL:0000664,heart valve cell;permanently open valve cell;closable valve cell
696,valve cell,CL:0000192,Heart,valve cell,CL:0000663,valve cell,CL:1000147;CL:0000665;CL:0000664,heart valve cell;permanently open valve cell;closable valve cell
697,vein endothelial cell,CL:1001567,Lung,Vein,CL:0002543,vein endothelial cell,CL:0002618;CL:1001220;CL:1001223;CL:2000076,endothelial cell of umbilical vein;arcuate vein endothelial cell;interlobulary vein endothelial cell;hindlimb stylopod vein endothelial cell
698,vein endothelial cell,,Lung,Vein,CL:0002543,vein endothelial cell,CL:0002618;CL:1001220;CL:1001223;CL:2000076,endothelial cell of umbilical vein;arcuate vein endothelial cell;interlobulary vein endothelial cell;hindlimb stylopod vein endothelial cell
699,ventricular myocyte,CL:0000746,Heart,ventricular cardiomyocyte,CL:0002131,regular ventricular cardiac myocyte,CL:1000373,transitional myocyte of ventricular part of atrioventricular bundle
700,ventricular myocyte,,Heart,ventricular cardiomyocyte,CL:0002131,regular ventricular cardiac myocyte,CL:1000373,transitional myocyte of ventricular part of atrioventricular bundle
701,ventricular myocyte,CL:0000057,Heart,ventricular cardiomyocyte,CL:0002131,regular ventricular cardiac myocyte,CL:1000373,transitional myocyte of ventricular part of atrioventricular bundle
